#Frame      Mode1    Mode2    Mode3
    3751   19.863   51.300   10.217
    3752   13.080   50.673   14.839
    3753   27.951   49.700   12.158
    3754   28.127   41.969    0.777
    3755   21.058   55.866   21.014
    3756   21.098   52.346   19.467
    3757   29.982   51.130   24.060
    3758   23.908   47.576   17.192
    3759   36.766   40.736   17.321
    3760   42.343   31.354   15.559
    3761   35.356   49.301   15.673
    3762   39.019   37.458   14.853
    3763   35.581   50.808   21.505
    3764   34.657   43.360   18.890
    3765   15.511   58.873   25.575
    3766   25.724   48.432   23.703
    3767   37.736   43.558   29.693
    3768   42.400   43.477   19.995
    3769   48.185   39.380   28.037
    3770   45.139   42.873   18.536
    3771   38.025   41.582    5.415
    3772   38.935   43.208   17.354
    3773   41.295   45.716   20.737
    3774   36.463   40.386   22.766
    3775   50.154   39.711   26.437
    3776   31.303   45.647   18.271
    3777   36.615   49.316   32.747
    3778   27.426   56.546   30.922
    3779   39.555   41.997    8.429
    3780   32.474   54.572   24.556
    3781   31.391   48.160   21.715
    3782   20.672   47.186   24.737
    3783   36.743   42.433   19.441
    3784   44.425   41.420   19.185
    3785   47.450   38.596   22.128
    3786   36.010   42.356   22.335
    3787   34.243   38.451   22.044
    3788   31.147   44.344   16.278
    3789   25.819   37.058    4.823
    3790   35.118   30.345    8.405
    3791   50.333   39.771   29.297
    3792   42.888   41.702   23.156
    3793   41.305   37.927   26.726
    3794   44.801   33.408   14.106
    3795   26.668   40.138   15.234
    3796   16.781   49.947    1.412
    3797   44.480   36.640    9.449
    3798   46.438   37.816   19.857
    3799   41.310   32.374   17.588
    3800   39.164   36.059    8.135
    3801   28.379   47.814   11.592
    3802   30.351   49.099   15.621
    3803   40.632   41.543   12.788
    3804   44.940   29.584   14.866
    3805   42.515   36.294   12.827
    3806   53.070   36.776   13.217
    3807   37.015   40.520    9.378
    3808   42.265   31.412   -1.902
    3809   49.579   31.537    5.137
    3810   58.478   36.242   11.264
    3811   52.116   29.652    5.135
    3812   49.415   29.598   11.879
    3813   53.409   29.798    6.119
    3814   45.047   34.219   11.911
    3815   38.832   32.938   10.639
    3816   39.405   32.681    2.401
    3817   67.238   31.047   25.920
    3818   72.655   23.392   21.281
    3819   46.084   29.840   14.501
    3820   55.362   33.602   29.033
    3821   51.471   31.281   11.623
    3822   49.027   31.155    4.104
    3823   60.792   28.979   12.835
    3824   65.454   28.130   16.658
    3825   40.425   31.859   18.317
    3826   49.360   38.311   27.645
    3827   44.916   38.693   27.780
    3828   56.841   28.196    6.577
    3829   56.353   30.179   13.131
    3830   53.666   27.610   29.483
    3831   26.196   41.993   22.258
    3832   40.422   43.724   23.645
    3833   35.912   35.593   14.278
    3834   48.182   28.930    6.574
    3835   64.876   28.280    2.269
    3836   58.742   29.369    4.707
    3837   22.638   37.860   -3.610
    3838   35.245   41.983   -0.887
    3839   34.985   35.565    5.928
    3840   52.593   28.770    7.212
    3841   36.821   26.328   -1.182
    3842   46.462   32.162    3.505
    3843   40.811   35.129   -4.905
    3844   29.504   45.524    5.829
    3845   43.934   33.199    4.206
    3846   53.416   34.392   12.535
    3847   57.104   34.600   12.629
    3848   44.466   35.061    2.368
    3849   35.809   49.681   15.053
    3850   48.475   37.368   10.843
    3851   50.489   34.742    4.884
    3852   45.674   30.113    7.347
    3853   46.182   37.322    7.295
    3854   33.531   45.042   -0.864
    3855   38.071   42.959   15.257
    3856   44.696   37.337   12.338
    3857   56.958   34.381   12.621
    3858   31.689   53.760   22.134
    3859   20.519   61.016   10.408
    3860   16.297   55.104   33.680
    3861   20.321   51.155   24.743
    3862   25.243   45.116   25.259
    3863   26.393   52.064   22.616
    3864   29.883   54.307   15.825
    3865   12.480   50.784    9.359
    3866    6.734   62.931   22.321
    3867   33.570   47.767   27.594
    3868   48.315   40.495   17.879
    3869   50.794   37.569   25.303
    3870   40.467   38.728   21.164
    3871   35.878   38.449   21.326
    3872   54.023   27.659   22.158
    3873   32.161   51.055   33.228
    3874   54.561   35.351   30.041
    3875   58.585   37.064   30.186
    3876   25.968   51.426   22.991
    3877   28.304   48.559   23.140
    3878   44.101   52.123   34.582
    3879   41.691   39.084   18.580
    3880   55.032   34.229   26.092
    3881   39.630   44.213   12.343
    3882   48.007   43.365   26.986
    3883   62.337   36.609   39.903
    3884   58.780   25.133   25.478
    3885   51.813   41.198   25.932
    3886   44.822   37.080   36.222
    3887   40.407   42.929   43.080
    3888   43.065   43.489   33.330
    3889   52.338   43.778   37.933
    3890   43.841   43.191   30.889
    3891   42.146   44.098   38.743
    3892   28.930   41.245   27.482
    3893   54.814   32.699   28.768
    3894   73.031   20.193   20.363
    3895   56.996   35.336   28.697
    3896   51.015   42.049   17.125
    3897   56.707   42.666   23.554
    3898   42.070   34.949   27.661
    3899   57.523   37.736   25.294
    3900   46.144   35.535   22.256
    3901   61.389   32.546   12.775
    3902   53.275   30.811    4.248
    3903   62.636   28.513   12.346
    3904   64.825   36.318   22.854
    3905   42.983   50.484   27.251
    3906   54.377   41.164   16.017
    3907   34.697   49.554   17.603
    3908   47.042   43.046   17.847
    3909   53.698   35.613   12.432
    3910   42.456   41.693    9.311
    3911   52.686   44.366   24.464
    3912   35.484   37.357    5.825
    3913   29.677   48.584   12.714
    3914   53.783   27.411    9.168
    3915   47.730   28.175    6.442
    3916   48.460   33.215   17.044
    3917   52.965   34.251   18.856
    3918   44.568   40.424   16.685
    3919   55.869   30.441    6.215
    3920   48.185   34.347   14.513
    3921   67.334   14.598    8.643
    3922   58.036   23.390   12.244
    3923   58.887   26.382   10.210
    3924   45.754   33.346   -1.960
    3925   67.023   19.448    6.610
    3926   67.545   27.300    7.872
    3927   84.628   18.775   21.936
    3928   81.643   34.017   30.952
    3929   78.441   12.838   20.574
    3930   56.768   31.726    8.872
    3931   59.007   23.516    9.609
    3932   60.458   38.198   21.297
    3933   60.344   28.315   15.701
    3934   67.787    9.725    0.137
    3935   70.675   17.804    6.326
    3936   63.959   26.423   10.984
    3937   60.980   18.993    5.852
    3938   72.328   23.529   10.715
    3939   63.776   21.614    2.863
    3940   50.758   29.841   10.724
    3941   59.796   32.445   10.357
    3942   53.001   39.837    8.251
    3943   44.479   40.944   -3.471
    3944   49.611   31.697   12.955
    3945   50.201   18.363    8.986
    3946   58.520   20.298   10.110
    3947   70.822   15.434    6.195
    3948   61.644   22.334    7.161
    3949   47.754   25.177   -4.073
    3950   56.494   18.845    2.428
    3951   60.625   22.265    7.287
    3952   74.088    0.919   -4.640
    3953   62.215   14.501    8.914
    3954   80.333   -1.083   -1.932
    3955   77.227    7.210    3.508
    3956   66.905   17.365   -7.971
    3957   68.483    8.830    5.116
    3958   86.885   -8.758   -9.840
    3959   71.999    3.995   -3.187
    3960   70.518    8.256   -3.818
    3961   92.810  -11.912   -0.122
    3962   90.444    2.157   -6.185
    3963   74.368    9.285   -8.767
    3964   68.396   23.023   -3.097
    3965   49.248   12.281   -6.555
    3966   47.765   18.692  -17.651
    3967   58.791   18.902    0.827
    3968   68.313    8.823  -10.927
    3969   48.205   16.420  -15.465
    3970   65.491    1.568  -11.723
    3971   63.395   17.408   -2.427
    3972   59.192   20.630   -1.606
    3973   58.212   17.695   -9.215
    3974   39.262   30.058   -1.030
    3975   50.498   28.712    3.872
    3976   36.580   40.930   11.461
    3977   34.833   29.426   -2.161
    3978   43.185   33.774    7.177
    3979   39.012   30.791   -0.059
    3980   45.067   39.524   16.367
    3981   58.104   31.232   11.821
    3982   39.988   40.192    5.089
    3983   50.718   34.389   13.016
    3984   39.369   34.736    8.571
    3985   40.419   42.970   13.092
    3986   42.507   37.589    4.849
    3987   30.258   44.964   14.073
    3988   30.507   39.646   -3.890
    3989   35.689   38.359    4.598
    3990   35.035   38.729    0.899
    3991   38.002   41.425   12.235
    3992   18.361   46.054   16.819
    3993   44.583   39.867   18.445
    3994   34.174   28.320    4.661
    3995   21.555   50.091   11.938
    3996   36.639   40.251    4.843
    3997   30.620   41.985    1.750
    3998   46.163   53.573   20.646
    3999   36.173   51.379   10.859
    4000   27.744   55.398   12.777
    4001   46.348   33.513   29.445
    4002   39.308   41.923   15.250
    4003   34.400   43.986   14.867
    4004   25.643   41.580   17.921
    4005   46.846   38.305   13.926
    4006   42.139   35.099   10.480
    4007   31.865   49.966   26.911
    4008   39.175   37.476   14.575
    4009   47.762   37.183   17.342
    4010   53.052   32.070   15.892
    4011   47.753   35.902   20.879
    4012   61.616   23.057   24.886
    4013   61.419   25.896   23.235
    4014   59.421   27.734   35.387
    4015   40.900   42.566   26.858
    4016   21.636   41.830   14.880
    4017   25.380   49.946   13.894
    4018   45.531   36.210   22.664
    4019   35.322   38.953   20.661
    4020   34.012   33.458   14.370
    4021   41.171   28.647   15.095
    4022   46.376   41.030   29.871
    4023   33.585   41.161   21.979
    4024   29.372   33.646   12.955
    4025   37.339   30.572   21.329
    4026   26.664   47.156   35.788
    4027   27.782   39.879   19.103
    4028   32.685   44.631   27.326
    4029   33.384   30.677   20.419
    4030   38.653   36.429   38.066
    4031   29.865   36.630   35.644
    4032   30.370   42.686   43.508
    4033   33.937   44.101   33.069
    4034   53.154   26.141   46.958
    4035   42.212   35.433   45.134
    4036   38.164   39.352   36.580
    4037   44.934   37.759   50.233
    4038   47.456   28.042   31.873
    4039   50.658   35.249   41.636
    4040   37.589   45.473   48.554
    4041   58.467   31.502   24.141
    4042   30.547   45.459   38.271
    4043   42.841   39.147   30.936
    4044   45.879   33.728   38.570
    4045   39.986   35.948   25.598
    4046   43.828   25.332   32.761
    4047   33.689   35.896   36.270
    4048   38.854   34.975   29.026
    4049   48.532   39.047   40.910
    4050   40.407   36.347   31.208
    4051   49.064   29.452   40.231
    4052   47.720   27.532   37.513
    4053   18.349   37.654   23.220
    4054   30.907   39.180   23.935
    4055   40.059   37.150   20.763
    4056   53.115   38.353   19.918
    4057   46.826   33.148   31.190
    4058   43.901   37.274   32.954
    4059   39.550   35.633   30.477
    4060   31.163   28.161   38.147
    4061   47.798   17.447   36.507
    4062   46.543   26.931   42.564
    4063   30.753   21.816   30.309
    4064   49.125   24.298   42.219
    4065   35.574   15.889   30.426
    4066   51.740   30.788   44.754
    4067   40.069   30.535   47.304
    4068   54.061   28.529   48.660
    4069   57.420   32.183   28.682
    4070   75.297   24.803   46.023
    4071   64.690   27.989   31.438
    4072   63.673   22.901   35.324
    4073   43.128   30.596   24.265
    4074   58.111   16.335   27.497
    4075   60.673   20.840   23.057
    4076   57.909   26.578   31.927
    4077   61.594   18.932   28.200
    4078   48.047   26.053   39.761
    4079   57.646   25.323   44.341
    4080   48.165   29.622   34.725
    4081   49.445   16.395   12.561
    4082   48.291   32.149   36.914
    4083   63.061   27.071   41.400
    4084   62.776   18.037   35.649
    4085   40.364   36.074   16.408
    4086   51.033   29.975   27.521
    4087   54.937   26.744   31.367
    4088   49.938   31.019   33.167
    4089   57.412   32.068   19.246
    4090   56.965   30.652   43.283
    4091   57.314   29.401   37.054
    4092   59.250   26.071   32.178
    4093   50.167   29.451   39.222
    4094   37.507   36.226   40.043
    4095   58.204   32.919   33.936
    4096   55.453   32.363   38.027
    4097   41.557   27.439   34.689
    4098   31.901   31.697   43.100
    4099   39.044   31.988   42.361
    4100   57.654   28.301   39.049
    4101   39.998   29.794   35.681
    4102   35.491   27.083   43.083
    4103   30.128   30.592   39.496
    4104   22.211   37.538   43.068
    4105   41.943   39.091   39.870
    4106   53.597   29.026   34.677
    4107   38.773   21.988   28.962
    4108   59.201   24.885   32.337
    4109   61.515   20.900   29.243
    4110   54.665   34.106   25.198
    4111   62.597   15.747   31.365
    4112   70.293   14.375   51.527
    4113   52.058   28.289   46.558
    4114   48.763   26.377   57.613
    4115   43.105   33.586   48.034
    4116   55.839   15.189   41.031
    4117   41.105   30.630   39.806
    4118   42.423   38.854   31.608
    4119   60.000   36.647   47.195
    4120   50.919   40.063   41.237
    4121   40.182   33.570   29.942
    4122   60.060   27.562   39.761
    4123   64.924   25.631   39.896
    4124   55.469   25.547   31.044
    4125   61.501   25.347   37.307
    4126   51.676   30.035   35.037
    4127   66.299   24.858   35.050
    4128   50.202   38.972   47.169
    4129   43.293   41.469   41.279
    4130   54.023   40.531   36.977
    4131   58.086   30.089   35.118
    4132   56.215   37.869   28.908
    4133   62.556   19.109   35.480
    4134   56.930   24.033   30.221
    4135   51.013   22.112   31.865
    4136   51.638   37.798   32.995
    4137   67.808   24.739   20.209
    4138   43.823   20.978   14.952
    4139   60.376   28.424   30.097
    4140   42.021   23.226   21.450
    4141   45.738   33.961   38.576
    4142   40.553   29.189   40.395
    4143   56.399   12.504   25.550
    4144   62.809   13.940   39.503
    4145   55.519   25.311   27.586
    4146   59.310   20.429   41.384
    4147   59.979   21.042   31.484
    4148   69.044   33.942   24.574
    4149   54.600   25.830   37.022
    4150   45.241   31.769   27.203
    4151   52.599    7.214   27.801
    4152   72.697   24.437   32.566
    4153   56.520   23.644   25.786
    4154   60.182   30.531   40.294
    4155   60.110   11.412   24.244
    4156   47.365   26.190   24.778
    4157   40.635   27.664   31.885
    4158   57.410   25.484   26.216
    4159   53.850   23.632   20.423
    4160   39.892   32.870   31.837
    4161   56.940   32.428   44.473
    4162   61.044   11.342   31.000
    4163   64.325   18.894   32.130
    4164   46.298   24.565   35.066
    4165   53.099   17.038   30.838
    4166   52.240   18.995   38.846
    4167   53.304   25.697   37.597
    4168   51.449   19.758   27.194
    4169   60.885   15.732   28.525
    4170   56.710   27.113   33.427
    4171   56.025   26.291   27.714
    4172   46.678   31.043   44.321
    4173   43.374   33.353   45.925
    4174   64.196   26.172   43.364
    4175   54.241   32.350   36.730
    4176   48.183   31.348   26.787
    4177   56.585   28.079   32.033
    4178   55.394   26.218   27.011
    4179   55.337   24.815   24.298
    4180   72.126   26.818   39.816
    4181   55.611   29.041   41.084
    4182   66.256   27.553   28.089
    4183   58.349   31.516   31.178
    4184   63.688   31.723   38.815
    4185   55.243   32.715   42.322
    4186   76.251   21.717   26.096
    4187   72.403   25.272   32.322
    4188   62.206   31.868   20.532
    4189   66.010   20.701   28.290
    4190   54.885   18.947   21.824
    4191   53.388   19.935   20.968
    4192   77.570   36.793   55.531
    4193   43.316   45.980   49.789
    4194   54.539   34.677   54.505
    4195   44.473   43.291   36.174
    4196   39.128   29.192   38.660
    4197   63.546   21.247   26.002
    4198   36.147   24.069   39.631
    4199   70.104    7.336   32.027
    4200   43.134   30.181   31.862
    4201   52.150   20.743   25.236
    4202   48.186   32.294   41.198
    4203   54.863   31.383   34.003
    4204   47.061   39.105   51.078
    4205   28.782   42.164   46.007
    4206   44.234   45.103   35.189
    4207   41.121   47.622   56.274
    4208   34.633   39.947   37.569
    4209   58.392   38.924   40.718
    4210   51.627   36.331   41.715
    4211   58.515   25.558   40.182
    4212   60.766   25.671   41.810
    4213   52.735   34.840   43.779
    4214   45.700   27.866   34.126
    4215   46.465   26.289   33.500
    4216   46.595   35.980   39.699
    4217   65.974   21.804   38.173
    4218   51.411   23.477   24.436
    4219   60.657   12.477   26.258
    4220   43.458   22.532   45.166
    4221   42.983   19.663   35.224
    4222   53.767   14.171   16.913
    4223   57.513   15.294   27.810
    4224   47.000   26.878   42.817
    4225   61.146   35.091   48.573
    4226   59.239   35.396   52.128
    4227   49.909   36.924   43.362
    4228   54.344   36.223   44.442
    4229   51.693   24.854   36.940
    4230   51.068   21.549   40.943
    4231   49.422   28.120   39.656
    4232   57.438   17.881   40.870
    4233   49.534   22.026   27.917
    4234   33.842   43.830   46.399
    4235   40.950   41.084   53.901
    4236   36.699   35.205   39.459
    4237   50.291   32.891   47.001
    4238   59.950   13.681   36.291
    4239   63.331   13.680   44.344
    4240   57.598   19.419   46.846
    4241   63.137    5.500   41.502
    4242   37.409   15.889   38.659
    4243   53.614   12.003   34.326
    4244   53.703   14.297   43.459
    4245   65.289   10.426   28.854
    4246   54.673   17.523   43.660
    4247   77.458   16.052   49.022
    4248   58.107   16.388   43.586
    4249   62.898   26.835   48.529
    4250   54.629   28.924   46.994
    4251   34.776   26.017   41.429
    4252   40.155   25.664   46.110
    4253   59.497   30.281   56.014
    4254   49.394   20.569   54.868
    4255   54.698   18.345   55.461
    4256   55.982   16.063   58.194
    4257   74.910    3.508   47.542
    4258   51.611   17.157   50.053
    4259   62.929   11.127   40.750
    4260   73.346    3.139   49.445
    4261   64.576   13.804   35.780
    4262   58.447   14.114   33.953
    4263   47.429   26.784   47.691
    4264   47.116   29.183   39.732
    4265   64.248   12.197   25.611
    4266   68.199   24.429   39.047
    4267   54.379   32.874   44.538
    4268   59.238   20.452   41.519
    4269   31.456   30.209   37.458
    4270   56.358   25.450   44.718
    4271   43.213   16.889   28.932
    4272   59.196   19.554   31.238
    4273   58.282   32.482   34.339
    4274   68.534   22.400   31.855
    4275   60.604   25.417   38.060
    4276   62.593   19.217   38.965
    4277   54.640   20.513   50.535
    4278   64.993   19.965   33.173
    4279   78.686   26.671   26.213
    4280   53.047   35.489   28.291
    4281   70.541   21.221   21.673
    4282   51.549   34.915   27.236
    4283   55.544   29.214   31.612
    4284   54.402   25.275   32.168
    4285   46.415   26.632   28.026
    4286   54.880   28.759   26.296
    4287   58.960   25.376   21.542
    4288   50.396   24.618   21.217
    4289   53.938   22.484   37.521
    4290   58.199   17.975   35.861
    4291   59.531   20.854   23.697
    4292   75.140   18.017   33.675
    4293   70.276   22.963   31.813
    4294   40.784   40.580   46.600
    4295   39.599   42.371   41.496
    4296   46.075   34.133   35.098
    4297   48.947   36.141   44.262
    4298   66.349   30.220   37.404
    4299   72.214   31.135   32.727
    4300   63.331   25.792   24.150
    4301   58.039   28.059   40.064
    4302   68.162   23.957   41.596
    4303   73.189    8.846   31.698
    4304   62.408   28.340   44.112
    4305   71.626   19.632   43.875
    4306   32.489   46.576   55.097
    4307   51.011   35.601   49.684
    4308   55.448   29.471   40.733
    4309   72.992   20.365   30.776
    4310   76.785   35.271   41.930
    4311   60.601   27.854   46.148
    4312   65.462   38.858   33.543
    4313   58.790   28.856   50.698
    4314   68.438   27.188   44.473
    4315   87.988   10.497   20.352
    4316   67.209   23.994   32.246
    4317   57.422   32.692   41.565
    4318   46.874   43.473   31.201
    4319   75.700   29.642   29.870
    4320   72.338   22.745   29.589
    4321   58.959   31.404   31.480
    4322   83.205   29.648   28.108
    4323   58.114   35.863   35.946
    4324   54.577   41.439   38.278
    4325   68.209   34.551   44.297
    4326   73.930   39.798   45.349
    4327   71.750   38.483   36.903
    4328   55.930   36.095   26.208
    4329   70.913   22.782   27.246
    4330   72.331   31.862   17.845
    4331   62.200   21.374   14.804
    4332   43.045   40.306   38.323
    4333   58.729   23.953   39.264
    4334   56.016   30.543   29.616
    4335   53.250   29.383   34.176
    4336   63.372   25.616   44.756
    4337   49.246   35.984   53.230
    4338   34.781   43.679   49.153
    4339   42.800   32.825   45.146
    4340   42.665   23.606   39.776
    4341   62.086   32.069   48.575
    4342   33.027   40.957   41.011
    4343   37.205   37.114   38.395
    4344   39.267   36.573   46.675
    4345   33.438   41.281   45.480
    4346   55.807   27.342   44.713
    4347   49.593   29.867   46.705
    4348   30.710   30.031   22.041
    4349   52.813   25.332   31.309
    4350   45.905   25.679   27.320
    4351   55.355   22.160   24.920
    4352   47.619   19.273   32.924
    4353   51.125   38.144   40.848
    4354   61.874   14.554   30.668
    4355   52.891   33.280   38.299
    4356   53.333   28.945   45.955
    4357   44.616   26.609   35.332
    4358   67.399   21.361   43.197
    4359   56.275   22.888   44.154
    4360   64.787   21.689   54.938
    4361   46.398   25.035   51.964
    4362   38.101   24.783   31.753
    4363   48.720   27.926   24.339
    4364   50.491   22.556   32.498
    4365   42.621   40.755   38.271
    4366   63.447   19.774   40.213
    4367   59.240   21.218   31.102
    4368   59.891   17.260   39.615
    4369   52.580   21.097   33.227
    4370   32.553   30.836   32.625
    4371   41.039   22.418   19.967
    4372   70.517    8.239   18.512
    4373   52.087    9.168   23.606
    4374   57.893   15.276   28.800
    4375   35.623   19.006   25.351
    4376   34.115   28.102   32.173
    4377   30.873   23.338   30.894
    4378   56.706   17.222   25.760
    4379   45.303   29.142   35.990
    4380   42.069   27.803   24.793
    4381   43.739   19.198   34.567
    4382   59.287   16.511   32.541
    4383   65.737   15.366   18.383
    4384   60.942   21.431   46.408
    4385   64.156   14.145   47.174
    4386   59.242   20.231   43.882
    4387   71.087   16.702   36.242
    4388   52.424   27.124   36.744
    4389   46.607   31.306   38.749
    4390   40.647   36.572   41.981
    4391   45.235   39.507   35.534
    4392   48.000   37.055   26.868
    4393   59.234   24.250   23.876
    4394   49.895   27.950   26.848
    4395   51.696   50.202   34.419
    4396   47.464   39.278   43.906
    4397   50.304   40.418   41.868
    4398   55.142   30.082   40.685
    4399   58.097   38.511   49.001
    4400   31.465   38.681   46.585
    4401   50.848   25.852   38.094
    4402   42.680   33.401   28.779
    4403   51.359   39.329   47.957
    4404   63.997   25.196   36.791
    4405   71.917   23.539   43.338
    4406   64.210   29.275   25.738
    4407   61.140   31.380   24.688
    4408   70.455   24.671   22.435
    4409   66.447   25.724   19.968
    4410   71.918   29.987   34.730
    4411   74.162   29.336   29.400
    4412   74.259   23.733   23.083
    4413   73.245   20.398   24.988
    4414   65.769   27.928   24.169
    4415   61.961   28.657   15.040
    4416   68.718   27.685   29.953
    4417   66.823   27.056   34.534
    4418   67.123   32.481   31.194
    4419   72.024   22.994   31.133
    4420   80.870   19.320   27.081
    4421   87.902   12.417   35.560
    4422   78.688   25.626   44.570
    4423   66.551   37.966   36.246
    4424   73.789   36.906   41.593
    4425   70.743   34.739   50.136
    4426   46.922   41.890   36.620
    4427   68.797   35.181   23.987
    4428   70.511   47.994   28.782
    4429   59.843   31.981   24.629
    4430   61.026   25.777   17.877
    4431   67.304   24.047   33.898
    4432   63.140   28.055   26.453
    4433   60.850   30.405   32.308
    4434   68.273   19.440   36.224
    4435   64.775   32.995   46.736
    4436   56.507   32.240   30.984
    4437   40.751   36.197   29.442
    4438   51.330   34.098   36.557
    4439   53.885   36.069   31.653
    4440   58.241   38.671   29.151
    4441   52.861   36.156   38.122
    4442   53.091   33.912   24.011
    4443   54.267   40.614   36.552
    4444   67.670   44.118   36.181
    4445   78.837   30.071   23.965
    4446   59.440   32.767   30.117
    4447   63.682   31.052   19.069
    4448   71.974   17.736   35.674
    4449   54.628   32.330   24.079
    4450   68.778   29.261   36.695
    4451   47.671   32.035   34.958
    4452   63.455   25.735   29.790
    4453   57.032   31.963   19.655
    4454   74.011   19.573   24.397
    4455   64.586   36.427   40.378
    4456   51.949   48.164   47.297
    4457   65.189   37.756   29.411
    4458   46.697   38.384   33.578
    4459   64.472   36.952   41.099
    4460   49.421   32.935   26.860
    4461   43.615   35.829   34.169
    4462   38.148   41.340   36.434
    4463   45.119   41.021   34.255
    4464   39.594   33.799   27.268
    4465   39.773   36.210   27.637
    4466   51.807   22.852   24.510
    4467   52.437   30.657   13.921
    4468   42.015   28.702   12.825
    4469   61.150   25.655   33.094
    4470   53.907   36.652   33.045
    4471   59.986   30.264   30.502
    4472   69.219   34.059   37.467
    4473   69.188   36.562   41.777
    4474   62.937   30.938   28.351
    4475   57.227   34.302   28.528
    4476   53.994   31.719   23.157
    4477   63.126   28.715   28.907
    4478   46.554   41.678   42.614
    4479   54.620   42.718   46.872
    4480   48.971   45.928   48.985
    4481   66.675   32.203   42.742
    4482   57.401   39.365   44.992
    4483   44.556   41.405   31.789
    4484   58.067   36.918   26.908
    4485   48.562   48.426   29.588
    4486   51.517   38.574   35.601
    4487   49.980   44.328   31.517
    4488   58.363   32.955   22.711
    4489   53.697   33.197   28.061
    4490   56.823   32.557   36.238
    4491   58.699   31.708   36.966
    4492   52.900   47.421   46.247
    4493   53.451   37.678   36.280
    4494   49.161   46.073   36.709
    4495   46.520   44.884   26.045
    4496   59.629   42.249   25.781
    4497   67.223   32.780   35.505
    4498   66.065   27.294   30.447
    4499   49.723   48.444   39.376
    4500   53.303   42.514   32.752
    4501   47.550   39.250   33.282
    4502   52.172   36.903   39.180
    4503   54.505   39.499   46.491
    4504   70.573   26.143   33.545
    4505   55.759   39.508   18.694
    4506   54.665   36.736   29.208
    4507   60.959   33.861   30.070
    4508   64.444   26.996   37.053
    4509   60.963   24.244   17.230
    4510   69.565   31.373   22.732
    4511   51.799   31.551    7.519
    4512   54.360   34.232   17.540
    4513   48.885   34.785   18.884
    4514   44.355   37.562   14.582
    4515   49.925   39.770   26.934
    4516   57.354   30.014   20.023
    4517   66.141   32.874   21.717
    4518   54.496   35.263   22.910
    4519   56.203   32.379   18.721
    4520   72.128   20.772   12.663
    4521   75.520   23.642   10.645
    4522   62.007   22.546   12.471
    4523   55.331   38.394   13.217
    4524   64.335   33.201   34.742
    4525   75.158   28.732   36.062
    4526   56.036   36.402   31.007
    4527   70.136   27.961   23.834
    4528   77.235   26.360   31.036
    4529   44.070   39.887   23.635
    4530   75.849   26.958   34.661
    4531   54.778   42.593   29.215
    4532   63.753   33.862   31.329
    4533   51.385   47.873   39.812
    4534   58.910   36.319   43.304
    4535   54.521   30.023   33.194
    4536   48.359   48.843   45.256
    4537   54.400   43.763   51.391
    4538   63.359   25.095   33.556
    4539   68.470   17.897   34.581
    4540   77.275   16.005   14.390
    4541   68.334   24.000   31.325
    4542   75.746   16.265   29.534
    4543   73.146   27.705   32.467
    4544   83.462   26.848   28.353
    4545   78.745   28.121   23.483
    4546   66.077   24.228   26.404
    4547   70.765   33.750   20.354
    4548   82.947   31.781   29.694
    4549   75.765   24.482    9.371
    4550   79.560   26.191    2.678
    4551   70.656   40.902   28.901
    4552   98.376   24.399   23.104
    4553   77.289   38.910   36.152
    4554   65.754   40.452   25.186
    4555   47.804   42.753   28.186
    4556   58.355   36.592   22.954
    4557   54.797   53.140   36.541
    4558   53.057   38.978   33.419
    4559   39.998   47.216   31.053
    4560   49.413   49.079   32.820
    4561   55.076   34.125   14.019
    4562   52.694   39.166   11.432
    4563   59.350   36.137   20.845
    4564   49.015   39.587   15.641
    4565   55.781   35.927   12.862
    4566   28.411   46.339   14.681
    4567   38.896   37.544   19.591
    4568   36.260   38.164   17.609
    4569   38.504   31.533   29.522
    4570   29.310   39.606   10.425
    4571   29.855   33.774   15.328
    4572   37.470   31.587   19.012
    4573   34.651   37.331   13.791
    4574   59.285   30.078   25.314
    4575   35.009   39.534   11.599
    4576   45.544   35.875   16.739
    4577   53.176   36.235   21.322
    4578   46.726   40.674   18.192
    4579   41.248   43.991   21.465
    4580   40.415   26.252    9.681
    4581   37.200   29.033   22.190
    4582   48.380   36.995   30.211
    4583   44.644   48.442   29.340
    4584   36.769   52.250   32.119
    4585   42.368   39.493   22.189
    4586   45.318   39.920   20.126
    4587   36.563   33.256    6.912
    4588   53.238   25.583   11.395
    4589   56.475   29.428   26.280
    4590   51.249   32.007   16.548
    4591   63.331   33.903   34.084
    4592   49.076   38.418   30.687
    4593   32.473   35.806   19.984
    4594   51.683   34.674   27.576
    4595   47.036   24.815   30.252
    4596   63.374   25.810   28.002
    4597   69.078   17.972   25.066
    4598   42.712   33.931   23.792
    4599   68.787   22.353   23.678
    4600   51.642   28.887   30.402
    4601   46.073   25.991   31.156
    4602   62.307   19.848   31.898
    4603   40.219   27.334   32.805
    4604   56.121   35.238   14.487
    4605   65.765   24.906   20.015
    4606   40.941   34.362    5.942
    4607   66.277   26.224   19.075
    4608   59.977   27.501   18.753
    4609   56.868   34.729   24.740
    4610   66.599   27.677   25.553
    4611   66.710   20.969   23.820
    4612   54.727   33.771   23.499
    4613   53.598   43.977   21.873
    4614   47.109   38.195   28.407
    4615   49.005   35.107   33.701
    4616   52.636   42.571   35.353
    4617   51.535   37.331   31.934
    4618   42.106   40.948   25.042
    4619   33.604   36.846   52.813
    4620   32.416   39.024   23.603
    4621   47.776   35.204   29.990
