#Frame      Mode1    Mode2    Mode3
    2501   -2.277   50.300  -15.469
    2502   -7.754   49.269  -13.733
    2503   -8.557   46.521  -23.378
    2504   -3.738   43.765  -10.744
    2505  -26.013   50.552  -28.775
    2506    5.421   38.214  -26.090
    2507  -13.615   36.457  -29.376
    2508  -25.643   43.429  -30.658
    2509  -11.369   46.687  -23.395
    2510    0.656   43.981  -21.130
    2511    8.200   45.907  -21.694
    2512    6.212   28.168  -24.241
    2513   -3.651   41.412  -28.267
    2514  -24.592   46.268  -31.066
    2515   -4.153   40.118  -15.884
    2516   -7.957   45.702  -20.352
    2517  -22.143   51.117  -10.619
    2518   -0.610   43.060  -19.756
    2519    1.339   34.559  -30.213
    2520   -4.994   40.619  -28.071
    2521   -6.478   29.939  -35.515
    2522    4.752   38.918  -38.995
    2523    9.798   39.882  -40.285
    2524   -6.633   42.387  -30.837
    2525    1.647   44.179  -22.886
    2526    9.391   40.516  -24.624
    2527   -5.186   38.777  -33.517
    2528   23.718   37.150  -24.386
    2529   10.126   39.941  -20.660
    2530   -1.772   42.913  -16.748
    2531   12.051   31.199  -28.053
    2532   13.179   36.947  -20.443
    2533   -3.925   46.118  -30.257
    2534  -15.449   50.002  -12.374
    2535   -3.599   42.436  -40.471
    2536   -9.554   50.629  -27.984
    2537   15.092   40.305  -27.386
    2538   17.483   28.755  -42.897
    2539    4.918   43.215  -27.029
    2540    1.130   46.728  -18.297
    2541   13.965   38.878  -28.088
    2542   17.854   42.150  -29.193
    2543   -5.713   51.431  -26.063
    2544   -8.691   53.679  -18.749
    2545  -28.276   55.169  -22.920
    2546   13.103   47.749  -11.625
    2547    2.008   41.725  -14.590
    2548   18.525   40.195  -24.376
    2549   13.254   43.299  -16.148
    2550   -0.973   44.150  -16.662
    2551   12.070   42.299  -16.518
    2552   20.368   39.038  -20.168
    2553   18.698   36.607  -22.418
    2554    5.094   44.058  -23.263
    2555   21.242   47.223  -15.231
    2556   20.836   48.885  -18.820
    2557   27.695   42.255  -19.002
    2558   14.057   44.564  -19.961
    2559   35.947   40.097  -15.477
    2560   45.566   38.678  -19.573
    2561   15.623   40.961  -22.294
    2562    8.315   47.185  -15.498
    2563    4.827   39.645  -20.946
    2564    6.416   45.825  -13.831
    2565   22.375   47.457  -16.351
    2566   18.687   31.143  -34.673
    2567   15.883   46.090  -11.196
    2568   -5.611   52.523  -15.260
    2569   21.087   35.272  -13.162
    2570    6.388   52.336   -3.617
    2571   13.515   54.341   -6.916
    2572   13.714   45.915   -7.926
    2573   15.064   54.517  -13.900
    2574   15.508   49.135  -21.349
    2575   19.726   38.265  -29.150
    2576    4.510   44.992  -14.154
    2577    4.858   51.024  -15.893
    2578   -6.659   42.098  -29.836
    2579   -4.176   52.902  -17.313
    2580   11.041   50.211   -2.136
    2581   -0.692   41.193   -2.313
    2582    7.841   53.413  -12.091
    2583    6.941   52.527  -14.515
    2584   13.851   42.594  -23.591
    2585  -25.883   53.017  -36.144
    2586   -5.350   42.651  -21.183
    2587   -6.722   63.091  -10.620
    2588   12.604   50.262  -27.281
    2589   22.109   42.361  -28.823
    2590   23.783   34.562  -30.432
    2591   24.611   35.721  -23.552
    2592   14.812   45.803  -11.171
    2593    0.404   54.255  -13.663
    2594    6.728   56.852  -25.703
    2595    6.606   45.217  -19.261
    2596    1.679   45.636  -12.366
    2597   -0.611   50.149  -16.953
    2598    4.103   49.700  -18.595
    2599   26.294   34.801  -23.607
    2600   16.820   42.909  -22.661
    2601   27.223   43.335  -12.501
    2602    9.886   43.468  -30.475
    2603   13.279   49.635  -22.955
    2604   18.562   49.842  -16.662
    2605    7.146   47.110  -18.868
    2606    3.920   55.937  -28.897
    2607   18.257   42.671  -28.377
    2608    1.895   45.812  -22.254
    2609    1.980   63.325  -16.031
    2610   18.235   53.886   -9.856
    2611   12.263   48.514  -16.766
    2612   -4.365   50.554  -23.830
    2613   -3.747   54.123  -20.026
    2614  -17.980   65.388  -10.760
    2615  -12.215   60.690   -7.566
    2616  -16.491   69.974   -6.203
    2617   14.049   44.493  -17.306
    2618    9.270   55.286   -9.714
    2619    8.393   51.228  -10.635
    2620  -10.622   59.999  -23.347
    2621   -4.626   59.098  -15.503
    2622   -3.797   62.310  -15.741
    2623   -4.110   58.242  -16.606
    2624    9.460   42.863  -24.534
    2625    0.654   46.181  -17.004
    2626   -0.735   50.427  -23.973
    2627    3.395   55.366  -20.482
    2628    0.678   50.579  -15.917
    2629   20.612   56.781  -11.711
    2630   19.315   55.448   -9.497
    2631   15.998   53.282  -14.582
    2632   12.308   56.884    4.675
    2633  -15.823   57.203   -8.687
    2634   -0.102   54.922   -3.894
    2635    8.496   48.226  -21.545
    2636   -2.838   58.753   -6.908
    2637    9.171   50.938  -17.055
    2638    7.771   63.008   -4.864
    2639   19.302   51.461   -0.697
    2640   23.477   40.523  -12.876
    2641   34.175   46.343   -2.651
    2642   22.710   42.259  -29.666
    2643    2.449   53.560  -24.660
    2644   -1.484   59.056  -16.368
    2645   15.845   46.322  -10.845
    2646    8.896   60.523   -1.322
    2647    8.057   54.031  -16.071
    2648    9.632   56.868  -25.453
    2649    7.032   48.662  -29.260
    2650   23.278   44.996  -18.499
    2651   13.865   42.776  -26.155
    2652   14.732   45.470  -27.317
    2653   16.256   45.651  -24.506
    2654    7.347   40.948  -37.514
    2655   11.947   43.821  -23.577
    2656    0.122   45.876  -29.363
    2657   -5.563   55.629  -15.877
    2658   12.616   51.637  -15.493
    2659    1.561   54.601  -28.722
    2660    8.906   51.608  -19.168
    2661   -0.700   48.246  -34.002
    2662   -6.089   54.665  -21.597
    2663    6.470   52.782  -14.735
    2664    2.716   51.298  -12.455
    2665    4.831   51.811   -6.372
    2666   -2.590   54.238  -20.491
    2667  -24.623   58.937  -19.458
    2668   -8.790   59.867  -18.561
    2669    6.560   47.776    1.430
    2670   15.355   39.649   -9.053
    2671    9.433   48.277   -1.588
    2672    1.067   48.122   -2.302
    2673   15.756   46.123   -4.314
    2674   17.618   49.717   -2.443
    2675    5.519   57.163  -17.090
    2676    3.870   55.410   -8.981
    2677    3.933   56.268   -1.426
    2678    1.465   49.185    5.080
    2679   12.174   48.037  -10.293
    2680   16.175   47.516  -21.531
    2681   12.128   56.699  -13.132
    2682   14.242   49.265   -8.476
    2683    6.765   50.330   -9.653
    2684    7.424   50.285  -16.430
    2685    7.309   51.820  -24.386
    2686    5.396   52.426  -17.255
    2687  -13.305   57.141  -19.946
    2688   12.489   52.832  -11.455
    2689   29.138   37.413  -14.862
    2690    3.606   57.447  -20.287
    2691   16.184   41.693  -23.837
    2692   16.135   46.766  -16.410
    2693   10.329   39.926  -24.096
    2694    1.806   49.350  -19.000
    2695   -4.426   39.631  -34.422
    2696    2.414   38.154  -25.696
    2697    9.063   46.098  -21.909
    2698   12.330   41.508  -20.737
    2699   18.231   35.247  -19.685
    2700   15.447   44.552  -19.182
    2701   19.076   46.267  -12.177
    2702   16.602   40.484  -22.849
    2703    3.749   44.128   -9.655
    2704    5.499   43.526  -13.632
    2705   14.635   44.080  -22.323
    2706   10.544   50.195  -11.180
    2707   26.193   36.109  -20.740
    2708   16.248   45.732  -17.771
    2709   14.099   41.716  -29.193
    2710   20.515   38.558  -26.590
    2711   15.093   41.346  -22.476
    2712   18.821   41.932  -30.169
    2713   24.812   47.582  -19.712
    2714    6.570   45.771  -32.330
    2715    8.492   52.108  -15.711
    2716    7.240   44.098  -28.451
    2717   -0.005   54.910   -4.311
    2718    5.905   46.552  -15.965
    2719   16.357   40.673  -24.225
    2720   14.949   52.640   -8.623
    2721    1.583   59.217  -21.568
    2722    1.117   54.394  -21.269
    2723    3.482   57.755  -10.072
    2724   14.949   52.799   -4.584
    2725    9.263   53.050   -7.682
    2726   32.457   39.808  -19.423
    2727   11.712   45.298  -21.987
    2728    9.945   54.115  -12.200
    2729   -4.122   59.539  -17.564
    2730    6.278   51.797  -23.198
    2731   -3.533   61.779  -18.987
    2732  -13.327   59.027  -18.784
    2733   -9.237   60.295  -15.156
    2734   -8.684   56.347  -20.245
    2735    5.093   48.061  -13.974
    2736    3.046   53.743  -11.159
    2737    8.902   47.555  -17.831
    2738   12.904   52.744  -16.664
    2739    8.573   54.849  -25.654
    2740   20.020   44.920  -27.275
    2741   14.895   62.750   -9.252
    2742  -10.815   61.449  -19.360
    2743  -11.211   61.937  -15.341
    2744  -20.136   64.052  -18.864
    2745  -23.567   70.409  -23.485
    2746  -12.049   62.839  -29.142
    2747  -12.001   60.278  -20.910
    2748  -10.386   62.765  -17.708
    2749  -12.714   58.937  -20.367
    2750  -13.415   56.320  -11.137
    2751  -33.894   60.707  -18.492
    2752  -26.491   55.968  -38.410
    2753  -11.432   57.810  -33.642
    2754   -2.471   43.011  -35.804
    2755   19.982   51.002  -23.741
    2756   14.524   47.632  -30.288
    2757   -4.514   56.368  -33.938
    2758  -10.605   52.642  -32.127
    2759    0.792   49.750  -18.530
    2760   -6.926   53.259  -29.998
    2761  -12.256   44.252  -42.942
    2762  -15.021   49.657  -36.363
    2763  -15.257   53.803  -30.120
    2764  -15.209   45.483  -41.521
    2765   -8.356   49.565  -31.139
    2766  -15.464   57.770  -33.127
    2767  -11.545   48.729  -30.466
    2768  -11.405   56.161  -31.224
    2769  -37.397   70.550  -24.340
    2770    2.590   55.864  -15.476
    2771   -5.403   64.986  -20.222
    2772   -2.897   56.535  -16.857
    2773   -3.296   65.367  -16.639
    2774    3.888   58.421   -9.709
    2775   -4.412   66.592  -12.011
    2776   -9.924   58.740  -24.813
    2777  -19.771   71.533  -14.023
    2778  -18.539   62.072  -28.433
    2779  -11.379   64.156  -14.863
    2780    6.308   53.211  -26.059
    2781   -2.771   57.235  -20.108
    2782  -15.811   62.931  -31.313
    2783   -8.293   59.535  -19.855
    2784   -2.677   58.972  -31.155
    2785    2.092   51.365  -28.296
    2786    8.648   53.227  -32.456
    2787    6.538   47.906  -23.972
    2788   13.457   46.036  -24.917
    2789  -11.118   55.109  -26.345
    2790   -7.813   61.754  -25.386
    2791   -9.384   63.321  -31.752
    2792   -8.009   61.631  -26.292
    2793    5.381   56.348  -23.655
    2794   -5.348   57.327  -31.974
    2795   -9.339   54.777  -25.722
    2796    4.250   57.068  -24.405
    2797    0.823   58.228  -20.277
    2798   -5.888   53.839  -28.670
    2799   22.796   50.002  -24.435
    2800    2.100   55.958  -24.098
    2801  -16.607   56.848  -26.605
    2802  -17.344   62.899  -19.421
    2803  -36.961   66.813  -27.899
    2804  -24.645   65.314  -27.667
    2805  -18.446   57.605  -29.079
    2806   -5.757   56.972  -26.813
    2807  -11.444   56.143  -32.407
    2808  -32.575   61.483  -36.873
    2809   -2.186   52.519  -30.389
    2810   -1.758   52.683  -25.538
    2811   18.325   45.233  -25.061
    2812    0.815   47.626  -31.106
    2813   -2.871   52.754  -27.524
    2814   13.230   51.844  -24.886
    2815   -5.111   45.002  -25.577
    2816    2.395   47.172  -40.428
    2817  -10.135   50.648  -23.895
    2818   -6.697   42.343  -27.777
    2819  -10.831   62.607  -17.429
    2820  -18.189   58.088  -30.457
    2821    9.920   42.669  -21.519
    2822    7.788   35.100  -21.059
    2823   -1.481   40.427  -27.343
    2824   -4.064   41.683  -26.632
    2825   -1.075   49.313  -29.726
    2826  -13.604   51.392  -18.658
    2827   10.785   40.619  -20.279
    2828   15.196   49.266  -12.452
    2829    6.187   50.723  -14.320
    2830    3.214   45.193  -20.734
    2831   -2.180   55.696  -24.279
    2832   -7.811   55.095  -27.041
    2833   -2.978   46.589  -30.370
    2834   -6.702   41.205  -19.331
    2835   -3.905   46.545  -27.688
    2836  -17.079   42.291  -28.025
    2837   -5.813   47.560  -27.780
    2838   -3.592   43.524  -38.265
    2839   11.727   37.866  -39.875
    2840    8.230   44.476  -40.732
    2841   -3.565   43.093  -39.928
    2842   -6.409   53.341  -39.600
    2843   -5.938   55.335  -27.046
    2844   -8.533   47.787  -34.664
    2845  -11.369   51.071  -36.808
    2846    2.409   41.151  -38.133
    2847   -1.880   53.318  -27.855
    2848  -13.939   56.577  -21.532
    2849   -3.744   55.748  -22.445
    2850  -10.554   53.604  -15.296
    2851   12.657   37.700  -18.961
    2852    4.216   41.898  -37.747
    2853    4.424   41.612  -28.803
    2854  -11.385   55.444  -31.015
    2855  -17.906   52.412  -35.540
    2856   -4.252   52.487  -29.793
    2857   30.924   39.713  -22.759
    2858    2.771   53.194  -24.665
    2859   -3.494   47.836  -28.050
    2860   23.077   33.474  -29.031
    2861   19.980   38.989  -30.612
    2862  -11.526   54.080  -25.376
    2863   -4.024   52.139  -29.639
    2864   -1.730   49.062  -39.102
    2865  -10.590   54.804  -29.797
    2866    5.748   55.310  -20.888
    2867    7.917   45.420  -30.725
    2868  -10.660   48.191  -19.554
    2869  -18.898   58.253  -25.398
    2870   -8.789   47.518  -25.422
    2871   -3.498   47.182  -25.908
    2872   10.459   40.118  -42.695
    2873   -2.333   50.371  -26.598
    2874   27.255   33.661  -20.113
    2875   18.211   26.390  -22.557
    2876   -5.719   50.365  -18.611
    2877  -10.230   52.997  -28.811
    2878   -4.669   44.908  -26.043
    2879   -5.630   45.297  -24.614
    2880    1.447   49.358  -13.422
    2881  -18.957   52.750  -20.419
    2882   -3.629   53.066  -15.637
    2883  -10.875   56.892  -19.607
    2884   -7.694   44.229  -24.188
    2885   -5.378   51.193   -8.033
    2886   -7.643   50.283  -17.618
    2887  -17.555   52.571   -9.925
    2888  -10.363   61.761   -9.379
    2889    6.685   49.293   -7.359
    2890   13.919   45.653   -9.464
    2891  -15.586   57.125  -14.021
    2892    2.116   47.099  -20.773
    2893    8.862   43.900  -14.587
    2894    8.048   53.720   -8.828
    2895    8.699   47.705   -9.219
    2896    8.448   51.457  -12.576
    2897    5.424   50.983   -7.465
    2898   15.624   54.429   -8.559
    2899    5.748   52.621  -15.530
    2900   14.338   43.249   -7.522
    2901   15.739   49.425   -3.183
    2902   11.758   46.389  -17.814
    2903   -2.288   53.289   -5.902
    2904   -6.718   59.627   -7.694
    2905    3.856   52.500  -10.143
    2906   -4.436   61.182  -13.602
    2907    5.185   47.434    2.429
    2908   -1.980   56.160  -16.734
    2909    2.644   55.475  -14.662
    2910   -6.743   60.739  -17.234
    2911  -18.618   57.140  -17.262
    2912  -13.065   58.654  -27.523
    2913   -1.825   53.147  -18.115
    2914    2.163   51.073   -8.320
    2915   -8.716   65.210   -4.526
    2916  -13.129   59.402  -20.205
    2917  -27.058   60.480  -16.281
    2918   -2.010   64.334   -9.791
    2919  -11.509   57.496  -22.952
    2920    3.100   52.518  -25.808
    2921   -3.340   58.126   -6.220
    2922   -0.863   55.774  -12.014
    2923    9.028   45.671  -13.060
    2924   -9.600   54.992  -16.233
    2925   16.080   42.296   -6.232
    2926    9.608   40.265  -17.065
    2927    1.695   51.041  -10.416
    2928  -19.946   51.953  -20.129
    2929  -14.242   56.064  -13.937
    2930  -12.455   51.353  -14.655
    2931   -2.221   52.313   -1.896
    2932  -12.028   52.899  -11.255
    2933  -12.584   52.235  -18.387
    2934  -15.712   61.341   -9.464
    2935  -10.115   51.308  -13.350
    2936   -9.408   51.918  -20.243
    2937   -0.174   50.704  -12.386
    2938    2.891   48.451  -21.760
    2939  -14.112   54.549   -1.975
    2940  -12.676   50.739  -28.904
    2941   -4.996   41.895  -18.994
    2942  -20.722   54.409  -23.864
    2943  -14.569   56.640  -28.442
    2944   -4.237   55.890  -11.313
    2945  -33.288   60.540  -19.888
    2946  -16.771   45.135  -29.078
    2947  -35.054   68.294   -2.087
    2948  -40.212   64.449  -23.798
    2949  -32.577   59.348  -18.837
    2950  -39.975   64.451  -11.528
    2951  -17.893   70.132   -0.254
    2952  -13.815   56.760  -20.001
    2953  -25.122   59.489  -18.500
    2954   -5.207   50.713  -32.284
    2955  -18.362   55.651  -25.827
    2956    0.005   52.313  -30.628
    2957   -0.704   58.467  -21.738
    2958   12.081   49.211  -21.162
    2959   -2.175   57.016  -26.734
    2960  -19.195   52.699  -32.054
    2961   -6.634   56.641  -17.090
    2962    4.014   56.583  -10.026
    2963  -11.874   51.744  -18.861
    2964   -0.929   47.636  -16.382
    2965   16.221   43.816   -9.802
    2966   -5.346   50.036   -9.335
    2967   17.584   48.231   -8.458
    2968   11.366   44.930   -4.616
    2969   19.126   43.091   -5.278
    2970    5.837   45.653   -7.079
    2971    8.464   45.849  -10.763
    2972    5.965   50.175   -9.604
    2973    8.888   56.091   -9.817
    2974   18.571   45.921   -4.143
    2975    4.841   49.909  -11.108
    2976    2.701   53.660  -11.220
    2977   -0.761   52.009   -6.082
    2978    5.118   57.246   -9.815
    2979   10.715   61.237   -3.807
    2980    2.970   53.987  -16.332
    2981    5.013   44.876  -12.679
    2982   19.186   36.961  -11.081
    2983   33.592   32.736  -14.727
    2984   27.167   28.369  -26.206
    2985   46.892   18.647  -25.076
    2986   17.947   37.944  -25.124
    2987   18.574   46.681   -8.018
    2988    8.763   48.370   -5.174
    2989   15.253   48.769   -5.203
    2990   14.201   43.285   -9.997
    2991    8.927   47.561   -3.891
    2992   14.913   51.870  -10.883
    2993  -14.227   60.326  -19.637
    2994   -1.471   63.004   -5.596
    2995  -26.085   64.857  -15.592
    2996   -8.694   57.877  -17.084
    2997  -14.919   61.918  -16.263
    2998   -5.619   59.281   -6.477
    2999    0.070   63.681   -4.662
    3000  -11.989   60.559   -5.539
    3001   -7.482   53.814  -13.176
    3002    8.846   47.474  -24.974
    3003   15.696   43.314  -22.294
    3004   15.652   50.850  -19.195
    3005   20.983   48.779  -23.397
    3006  -13.754   50.972  -19.724
    3007    4.103   52.614   -1.236
    3008   20.454   47.100   -6.477
    3009   12.289   45.504  -12.733
    3010   10.482   47.118  -17.278
    3011   14.854   38.997  -22.429
    3012   20.506   42.650  -14.690
    3013    9.071   43.667   -9.780
    3014   -2.858   46.674  -12.821
    3015   36.476   36.377  -17.976
    3016   31.427   40.974   -6.443
    3017   30.831   39.959   -6.600
    3018    8.032   46.327  -13.125
    3019   10.532   39.537  -15.574
    3020    2.625   47.532   -8.882
    3021    5.099   47.554  -20.584
    3022   20.894   41.239  -21.924
    3023    4.863   51.437  -10.269
    3024    6.444   46.518   -0.551
    3025   15.529   46.671   -3.699
    3026   39.486   41.563   -6.668
    3027   15.223   58.778  -11.410
    3028   22.356   38.408  -22.612
    3029   14.541   53.326   -6.599
    3030   24.422   39.847  -14.930
    3031   29.562   46.309   -0.478
    3032   19.799   50.190  -20.867
    3033   27.916   43.749   -7.979
    3034   31.733   42.435  -11.141
    3035   28.861   43.357  -21.991
    3036   11.651   51.597  -10.273
    3037   14.137   53.546  -11.371
    3038   10.913   59.304  -11.302
    3039    0.506   54.984  -10.644
    3040   11.289   46.286  -23.769
    3041   32.728   33.444  -19.314
    3042   20.474   35.927  -24.106
    3043   33.727   36.341  -29.462
    3044   20.187   40.560  -27.092
    3045   22.565   44.009  -25.764
    3046   16.978   46.565  -28.266
    3047   12.706   41.313  -20.358
    3048   15.010   35.037  -28.136
    3049    4.891   44.856  -26.963
    3050   -6.198   57.843  -14.293
    3051  -11.218   59.430   -6.500
    3052   -9.892   52.647  -17.646
    3053    0.774   51.077   -8.338
    3054   -8.266   53.368  -14.382
    3055   -0.200   46.353  -20.047
    3056    3.092   45.185  -14.709
    3057   -0.124   45.384  -16.184
    3058  -13.216   57.158   -7.307
    3059  -22.984   54.545  -25.956
    3060  -14.608   39.311  -31.384
    3061  -23.930   51.953  -27.905
    3062  -14.949   50.611  -24.908
    3063  -22.709   47.997  -25.207
    3064   -4.933   43.118  -27.040
    3065  -23.501   54.531  -33.716
    3066    3.861   39.176  -33.581
    3067   16.873   43.207  -14.334
    3068   22.904   39.135  -24.904
    3069   29.220   39.192  -20.578
    3070   21.336   38.370  -15.847
    3071   53.003   33.969   -8.785
    3072   42.248   32.650  -16.470
    3073   35.054   32.933  -11.610
    3074   28.663   30.044  -15.228
    3075   25.167   42.019   -5.831
    3076   32.861   38.267  -23.511
    3077   53.380   40.011    3.727
    3078   33.372   34.018  -15.587
    3079   38.872   31.528  -12.798
    3080   50.403   35.851   -6.803
    3081   40.091   36.528   -8.125
    3082   39.599   41.863   -3.610
    3083   40.958   54.836    0.091
    3084   23.256   46.516  -18.390
    3085   33.971   47.614  -11.907
    3086   27.620   43.992  -18.333
    3087   28.840   51.422   -8.955
    3088   39.619   44.101   -9.792
    3089   49.084   42.944   -4.044
    3090   42.550   43.267    2.254
    3091   36.312   49.668    8.244
    3092   50.603   38.324   -1.703
    3093   46.863   41.056   -1.574
    3094   45.724   43.417  -12.002
    3095   46.716   37.046  -18.085
    3096   61.179   37.569  -16.252
    3097   42.457   49.831  -11.999
    3098   49.312   38.625  -18.762
    3099   49.052   38.685  -15.700
    3100   64.572   36.707  -16.424
    3101   47.588   31.586  -13.205
    3102   34.608   42.108  -11.466
    3103   43.336   39.868  -10.788
    3104   38.017   37.102  -14.306
    3105   53.338   36.348  -13.510
    3106   43.288   39.131  -11.767
    3107   38.137   35.998  -12.361
    3108   44.299   34.562   -9.724
    3109   39.342   39.191  -11.412
    3110   36.484   47.809   -5.751
    3111   38.378   37.858  -10.280
    3112   31.531   43.593    3.459
    3113   52.979   37.555   -5.279
    3114   28.008   44.445  -12.124
    3115   41.946   37.542   -7.511
    3116   30.408   35.837  -24.250
    3117   34.313   49.482  -21.344
    3118   30.822   41.048  -24.312
    3119   35.344   38.204  -10.340
    3120   48.931   45.656   -1.642
    3121   27.793   39.875  -23.473
    3122   21.082   55.794  -12.310
    3123   43.057   39.359  -30.260
    3124   26.612   39.915  -27.624
    3125   24.496   38.667  -14.486
    3126   47.724   39.900   -8.231
    3127   38.463   45.410  -11.715
    3128   28.718   31.208  -15.988
    3129   42.255   35.981  -12.809
    3130   48.687   28.538  -13.002
    3131   55.810   39.061  -12.628
    3132   40.015   43.862   -7.318
    3133   33.793   42.630  -14.315
    3134   31.152   46.727  -14.152
    3135   51.945   37.448  -10.306
    3136   54.098   36.561  -14.494
    3137   45.519   33.887  -22.264
    3138   46.732   35.553  -16.580
    3139   27.438   53.917  -13.556
    3140   41.272   52.321   -2.617
    3141   60.611   42.900   -8.664
    3142   48.462   42.287  -19.556
    3143   27.835   54.555  -17.568
    3144   37.517   44.017  -35.055
    3145   46.582   37.956  -27.343
    3146   52.840   37.889  -12.753
    3147   53.529   30.117  -31.017
    3148   38.922   30.149  -27.180
    3149   39.300   39.562  -16.966
    3150   21.669   35.882  -37.316
    3151   32.437   31.611  -36.989
    3152   36.156   36.976  -21.556
    3153   29.793   36.380  -30.449
    3154   35.590   42.051  -16.589
    3155   25.171   41.234  -20.601
    3156   35.846   39.838   -9.801
    3157   30.092   38.974   -3.686
    3158   34.397   36.319  -12.574
    3159   28.073   41.349  -19.829
    3160   28.578   44.283  -15.562
    3161   31.127   38.681  -26.485
    3162   15.303   39.146  -29.343
    3163   11.208   43.623  -34.070
    3164   -6.473   51.123  -28.027
    3165   16.545   44.134  -16.209
    3166   19.815   42.792  -16.864
    3167   35.290   36.228  -17.950
    3168   41.701   32.318  -13.094
    3169   19.468   39.618  -13.163
    3170   17.485   47.008  -12.599
    3171   31.788   36.853  -21.395
    3172   20.075   35.082  -27.571
    3173   29.432   40.663  -23.609
    3174   37.849   35.462  -19.753
    3175   21.151   39.560  -24.387
    3176   32.148   36.861  -15.708
    3177   32.203   32.342  -28.872
    3178   27.924   35.485  -21.384
    3179   46.749   21.583  -34.541
    3180   44.521   31.992  -22.860
    3181   55.790   30.087  -28.039
    3182   34.380   36.953  -32.947
    3183   30.270   38.150  -31.942
    3184   34.546   34.792  -33.569
    3185   28.681   39.258  -30.883
    3186   31.120   35.005  -27.451
    3187   39.632   42.725  -16.356
    3188   32.598   41.395  -31.183
    3189   50.787   33.539  -18.148
    3190   43.230   37.111  -23.628
    3191   54.380   29.650  -22.262
    3192   58.982   25.177  -18.163
    3193   47.364   38.022  -11.762
    3194   26.174   36.923  -23.575
    3195   46.195   42.043  -14.945
    3196   48.419   30.414  -22.474
    3197   37.624   42.321  -13.127
    3198   24.955   39.924  -15.571
    3199   39.968   32.349  -20.066
    3200   27.382   28.004  -23.666
    3201   35.659   28.262  -17.654
    3202   52.338   28.585  -18.285
    3203   50.145   36.233   -2.321
    3204   30.798   39.501  -25.785
    3205   44.712   31.812  -21.809
    3206   17.829   45.809  -13.330
    3207   12.498   44.295  -20.154
    3208   38.231   26.502  -19.493
    3209   31.473   39.412  -14.184
    3210   37.105   35.324  -20.457
    3211   18.875   39.164  -33.002
    3212   36.830   41.848  -13.908
    3213   39.902   32.891  -12.107
    3214   48.662   29.933    0.692
    3215   47.098   25.298  -20.888
    3216   69.774   24.813   -7.516
    3217   53.644   28.644  -11.371
    3218   50.033   32.301  -15.292
    3219   19.947   48.940   -9.064
    3220   40.281   38.407  -16.298
    3221   26.006   41.059  -21.581
    3222   19.484   47.594  -16.880
    3223   59.670   26.880   -6.803
    3224   41.292   43.171  -10.920
    3225   40.749   43.824   -3.290
    3226   65.819   33.407   -5.855
    3227   67.454   17.481  -13.711
    3228   57.831   11.319  -26.188
    3229   65.679   18.412  -11.052
    3230   67.060   13.019  -15.307
    3231   61.264   13.567   -5.976
    3232   73.856    8.600  -10.273
    3233   41.891   26.341   -6.382
    3234   40.182   29.631  -12.302
    3235   42.553   40.104    3.092
    3236   29.776   41.511   -4.922
    3237   30.525   53.176    5.710
    3238   40.051   40.317    0.440
    3239   28.865   50.747   -0.636
    3240   24.558   44.664    6.770
    3241   21.469   33.505   -4.858
    3242    6.068   47.638   -8.426
    3243   33.417   42.321   -3.642
    3244   13.349   41.705  -11.552
    3245   17.606   44.119   -9.344
    3246   28.659   44.625   -9.532
    3247   14.407   46.665   -5.521
    3248   11.750   39.760  -14.938
    3249   22.287   42.475   -4.064
    3250   35.468   42.951    1.078
    3251   20.216   43.597  -14.663
    3252   28.549   36.593  -11.680
    3253   42.616   42.293   17.807
    3254   21.518   36.302   -5.263
    3255   13.637   40.655  -17.217
    3256   18.406   36.835   -9.791
    3257   36.508   40.200   -8.260
    3258   27.838   41.577   -4.836
    3259    8.657   44.892   -8.980
    3260   36.850   35.939   -7.804
    3261   38.653   32.162  -10.581
    3262   42.922   45.534   -1.770
    3263   42.750   42.203   -5.186
    3264   47.004   44.628    2.841
    3265   45.943   46.076   10.076
    3266   40.144   37.932   -8.484
    3267   34.414   41.468    0.625
    3268   33.693   44.602    6.334
    3269   16.564   44.133    5.037
    3270    4.108   45.138   -0.514
    3271   19.017   44.087    2.064
    3272    3.248   53.450   -8.858
    3273   21.219   55.306   13.060
    3274   18.905   41.915   -6.724
    3275   15.833   43.439  -20.748
    3276    6.872   48.462  -18.335
    3277    9.062   43.510  -12.946
    3278   18.727   43.694  -12.608
    3279   30.550   44.181   -6.177
    3280   29.933   28.396  -15.925
    3281   27.683   37.442   -7.208
    3282   28.165   47.711   -4.099
    3283   21.168   41.345   -9.100
    3284   28.674   47.457   -4.020
    3285   13.387   41.200  -15.012
    3286    3.359   55.647  -10.149
    3287   -5.309   59.475   -3.663
    3288    8.820   50.711   -7.700
    3289    6.524   56.259   -2.580
    3290   14.419   51.611    0.237
    3291   11.915   46.188    4.755
    3292   14.395   53.277    7.618
    3293    7.277   54.175   -3.961
    3294   -6.284   53.467    2.433
    3295  -14.686   56.849    1.220
    3296    0.825   51.086    2.266
    3297   -2.352   57.844    5.550
    3298   -2.530   56.471    3.597
    3299    3.305   46.675    3.354
    3300   -0.049   48.060   -7.886
    3301   17.671   43.418    5.142
    3302   11.225   33.047  -10.494
    3303   15.532   48.813   -0.277
    3304   21.663   37.144   -4.426
    3305  -16.410   52.627  -21.291
    3306    0.503   53.514   -3.438
    3307    1.795   45.716  -16.204
    3308   -0.379   49.337  -15.237
    3309    6.994   46.183  -14.882
