['./validate_dock_another_target/record_475.pdbqt', -7.24]
['./validate_dock_another_target/record_476.pdbqt', -7.51]
['./validate_dock_another_target/record_477.pdbqt', -7.38]
['./validate_dock_another_target/record_478.pdbqt', -7.08]
['./validate_dock_another_target/record_479.pdbqt', -6.88]
['./validate_dock_another_target/record_480.pdbqt', -6.38]
['./validate_dock_another_target/record_481.pdbqt', -6.2]
['./validate_dock_another_target/record_482.pdbqt', -6.22]
['./validate_dock_another_target/record_483.pdbqt', -6.75]
['./validate_dock_another_target/record_484.pdbqt', -6.98]
['./validate_dock_another_target/record_485.pdbqt', -8.92]
['./validate_dock_another_target/record_486.pdbqt', -8.76]
['./validate_dock_another_target/record_487.pdbqt', -7.99]
['./validate_dock_another_target/record_488.pdbqt', -9.43]
['./validate_dock_another_target/record_489.pdbqt', -8.99]
['./validate_dock_another_target/record_490.pdbqt', -8.6]
['./validate_dock_another_target/record_491.pdbqt', -8.7]
['./validate_dock_another_target/record_492.pdbqt', -8.93]
['./validate_dock_another_target/record_493.pdbqt', -8.63]
['./validate_dock_another_target/record_494.pdbqt', -8.12]
['./validate_dock_another_target/record_495.pdbqt', -7.97]
['./validate_dock_another_target/record_496.pdbqt', -8.58]
['./validate_dock_another_target/record_497.pdbqt', -8.06]
['./validate_dock_another_target/record_498.pdbqt', -8.24]
['./validate_dock_another_target/record_499.pdbqt', -7.82]
